2.622427177429199219e+01,5.368843841552734375e+01,7.569680023193359375e+01,6.691006469726562500e+01,7.830816650390625000e+01,1.755578231811523438e+01,4.115088195800781250e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,1.534357452392578125e+02
1.175277137756347656e+01,1.115027332305908203e+01,1.978624725341796875e+01,1.184352493286132812e+01,8.364478302001953125e+01,7.414533233642578125e+01,8.131810913085937500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,9.098876342773437500e+02
5.168966674804687500e+01,5.386344528198242188e+01,9.045137786865234375e+01,2.050635337829589844e+01,4.101620483398437500e+01,6.395890426635742188e+01,6.960642700195312500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,4.435886230468750000e+02
7.524405670166015625e+01,9.476259613037109375e+01,8.714388275146484375e+01,3.847305679321289062e+01,3.869189071655273438e+01,1.501063156127929688e+01,5.918576660156250000e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,2.568098449707031250e+02
4.781832504272460938e+01,8.657155609130859375e+01,2.485779571533203125e+01,2.421210670471191406e+01,2.004951095581054688e+01,5.318175506591796875e+01,5.471454467773437500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,9.429486694335937500e+02
9.148603057861328125e+01,1.180107402801513672e+01,2.896871566772460938e+01,2.297020149230957031e+01,9.426129150390625000e+01,6.793707275390625000e+01,5.887456054687500000e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,7.669202880859375000e+02
8.865897369384765625e+01,3.841688919067382812e+01,9.524976348876953125e+01,3.309088897705078125e+01,1.427452945709228516e+01,4.843949890136718750e+01,7.959091186523437500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,4.559567565917968750e+02
2.877263832092285156e+01,1.545284271240234375e+01,4.224822616577148438e+01,1.166722774505615234e+01,3.769976043701171875e+01,2.874179458618164062e+01,9.126736450195312500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,7.272138671875000000e+02
1.228757858276367188e+01,2.502406692504882812e+01,6.202724838256835938e+01,3.163209915161132812e+01,5.154396820068359375e+01,7.891254425048828125e+01,3.513277282714843750e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,7.528922729492187500e+02
9.570652008056640625e+01,1.460278320312500000e+01,1.220673274993896484e+01,3.595192718505859375e+01,2.510783576965332031e+01,7.952069091796875000e+01,5.904681396484375000e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,9.967739868164062500e+02
9.726643371582031250e+01,4.671374130249023438e+01,4.576547241210937500e+01,9.613317871093750000e+01,5.789048767089843750e+01,5.981819152832031250e+01,8.649291381835937500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,2.699005126953125000e+02
3.072654724121093750e+01,4.669623565673828125e+01,1.101145458221435547e+01,3.966974639892578125e+01,1.309950542449951172e+01,1.367343711853027344e+01,1.566954803466796875e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,1.625079956054687500e+03
4.313154602050781250e+01,1.983815002441406250e+01,4.709253692626953125e+01,2.666211318969726562e+01,1.860646057128906250e+01,7.238770294189453125e+01,5.092840270996093750e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,8.522550659179687500e+02
5.971561813354492188e+01,5.497556686401367188e+01,6.029889297485351562e+01,4.544848632812500000e+01,9.049169921875000000e+01,9.413716125488281250e+01,7.887012329101562500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,5.024624633789062500e+02
7.190232849121093750e+01,6.224032974243164062e+01,6.900633239746093750e+01,9.443190002441406250e+01,4.669243240356445312e+01,2.325555038452148438e+01,3.470414123535156250e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,1.701805572509765625e+02
7.262296295166015625e+01,3.741175079345703125e+01,2.056085968017578125e+01,8.460710906982421875e+01,1.203651809692382812e+01,9.966603851318359375e+01,1.242515869140625000e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,1.047148559570312500e+03
7.986182403564453125e+01,6.382955932617187500e+01,7.474378967285156250e+01,9.599187469482421875e+01,4.579142761230468750e+01,3.109727287292480469e+01,3.613490295410156250e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,1.578672485351562500e+02
2.541135025024414062e+01,4.439916229248046875e+01,8.901923370361328125e+01,5.797057342529296875e+01,6.143892288208007812e+01,1.632950973510742188e+01,4.213508911132812500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,1.488189849853515625e+02
9.272151184082031250e+01,3.250513458251953125e+01,9.152648925781250000e+01,2.875066566467285156e+01,2.430638313293457031e+01,4.430656433105468750e+01,7.824224243164062500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,4.814169311523437500e+02
7.314307403564453125e+01,8.183170318603515625e+01,6.958975219726562500e+01,2.149418449401855469e+01,3.390770339965820312e+01,2.147859573364257812e+01,5.846193237304687500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,5.751078491210937500e+02
6.901000213623046875e+01,8.591065216064453125e+01,6.260403060913085938e+01,7.029763031005859375e+01,5.384788513183593750e+01,8.018604278564453125e+01,8.749487304687500000e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,5.292679443359375000e+02
4.596541595458984375e+01,9.767977905273437500e+01,6.766754150390625000e+01,5.592980194091796875e+01,9.909002685546875000e+01,1.019745063781738281e+01,6.768687133789062500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,2.794535217285156250e+02
6.593625640869140625e+01,4.357036209106445312e+01,7.341403198242187500e+01,4.127795028686523438e+01,6.998543548583984375e+01,9.494895935058593750e+01,7.885103759765625000e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,4.726236267089843750e+02
6.264073944091796875e+01,7.074967956542968750e+01,7.491754913330078125e+01,1.664764022827148438e+01,2.675585937500000000e+01,3.843775558471679688e+01,5.790955810546875000e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,5.181776733398437500e+02
7.386595916748046875e+01,2.887455177307128906e+01,8.348801422119140625e+01,2.808748054504394531e+01,1.980039596557617188e+01,3.942182540893554688e+01,7.691171264648437500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,5.319585571289062500e+02
5.389453506469726562e+01,9.899591064453125000e+01,4.680208587646484375e+01,4.658098220825195312e+01,1.944192314147949219e+01,5.011226272583007812e+01,7.592495117187500000e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,6.479108276367187500e+02
8.887530517578125000e+01,9.503850555419921875e+01,7.947103881835937500e+01,4.706296157836914062e+01,1.487095832824707031e+01,5.639296340942382812e+01,5.678073730468750000e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,2.438071441650390625e+02
3.445388031005859375e+01,9.877154541015625000e+01,4.259008026123046875e+01,8.862734222412109375e+01,7.886892700195312500e+01,5.418703460693359375e+01,8.853102416992187500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,4.863605651855468750e+02
7.563903045654296875e+01,7.826112365722656250e+01,2.372954940795898438e+01,7.697668457031250000e+01,6.970793151855468750e+01,1.671917533874511719e+01,9.105254516601562500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,8.618642578125000000e+02
3.250920104980468750e+01,6.997273254394531250e+01,7.459381866455078125e+01,7.242164611816406250e+01,9.425216674804687500e+01,1.006037139892578125e+01,4.116495971679687500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,1.682206573486328125e+02
6.970473480224609375e+01,5.425193786621093750e+01,7.635646057128906250e+01,4.355618286132812500e+01,5.660251617431640625e+01,9.992471313476562500e+01,7.835238037109375000e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,5.031318969726562500e+02
5.254766464233398438e+01,4.551073455810546875e+01,8.831032562255859375e+01,4.069681167602539062e+01,2.165107154846191406e+01,3.868888473510742188e+01,7.713358154296875000e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,4.316451721191406250e+02
4.070194244384765625e+01,5.816267395019531250e+01,5.298741531372070312e+01,5.303440475463867188e+01,8.948031616210937500e+01,9.385511016845703125e+01,7.902749023437500000e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,5.103320922851562500e+02
7.681809997558593750e+01,9.989573669433593750e+01,7.644659423828125000e+01,3.095501327514648438e+01,1.133778285980224609e+01,6.173410034179687500e+01,5.583241577148437500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,4.636211242675781250e+02
5.519401931762695312e+01,3.819461822509765625e+01,9.422740173339843750e+01,5.283769226074218750e+01,2.579225349426269531e+01,3.219115066528320312e+01,7.793328857421875000e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,3.792858581542968750e+02
4.557595062255859375e+01,3.269025421142578125e+01,7.527817535400390625e+01,2.501031303405761719e+01,2.557140922546386719e+01,4.262890625000000000e+01,3.234798889160156250e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,5.848229980468750000e+02
3.577731704711914062e+01,5.729217910766601562e+01,5.085208129882812500e+01,8.698120880126953125e+01,3.882826232910156250e+01,7.504457855224609375e+01,1.558115081787109375e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,9.437976074218750000e+02
7.624396514892578125e+01,5.267343139648437500e+01,7.616965484619140625e+01,9.049163055419921875e+01,2.818098258972167969e+01,3.424602890014648438e+01,3.519102172851562500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,1.656683349609375000e+02
8.844343566894531250e+01,7.756471252441406250e+01,9.292636108398437500e+01,3.209547424316406250e+01,4.379021453857421875e+01,3.828945922851562500e+01,6.106845092773437500e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,2.954544677734375000e+02
4.470002365112304688e+01,4.477539825439453125e+01,5.408777236938476562e+01,7.955386352539062500e+01,2.653228378295898438e+01,3.187106513977050781e+01,3.648016052246093750e+02,1.000000000000000000e+01,3.750000000000000000e-01,3.194382858276367188e+01,1.000000000000000000e+02,2.670762023925781250e+02
